深圳市图灵无限科技有限公司,0755-23218645,"['广东深圳市宝安区', '西乡街道西乡大道与新湖路交汇处魅力时代花园1栋A座2611']",http://z.jd.com/project/details/1832050294.html
福建省微查医疗科技有限公司,400-992-2023,"['福建泉州市晋江市', '福建省泉州市晋江市罗山街道世纪大道南段3001号三创园创客大街C栋C209、C211']",http://z.jd.com/project/details/1818797709.html
深圳蓝韵健康科技有限公司,400-700-3788,"['广东深圳市南山区', '西丽街道学苑大道1001号南山智园A4栋8楼']",http://z.jd.com/project/details/1831819626.html
福州趣昂科技有限公司,17659075191,"['福建福州市仓山区', '建新南路153号']",http://z.jd.com/project/details/1831345541.html
珠海市和琛贸易有限公司,18926989507,"['广东省珠海市', '珠海市斗门区新青科技工业园六路6号（厂房A2栋）第三层东侧']",http://z.jd.com/project/details/1830930397.html
珠海市升泰电子科技有限公司,18926989507,"['广东珠海市斗门区', '井岸镇东风村委会6#工业园厂房第3层']",http://z.jd.com/project/details/1830388723.html
深圳前海谷驰科技有限公司,0755-86158188,"['广东深圳市', '深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）']",http://z.jd.com/project/details/1827252393.html
深圳市图灵无限科技有限公司,0755-23218645,"['广东深圳市宝安区', '西乡街道西乡大道与新湖路交汇处魅力时代花园1栋A座2611']",http://z.jd.com/project/details/1831955083.html
深圳轻昵科技有限公司,0755-28557707,"['广东深圳市龙岗区', '横岗街道力嘉路109号力嘉创意产业园1B108']",http://z.jd.com/project/details/1831088283.html
东莞市协华内衣制品有限公司,13829118804,"['广东东莞市', '东莞市寮步镇塘唇金富西路1号厂房3楼']",http://z.jd.com/project/details/1830930496.html
深圳市图灵无限科技有限公司,0755-23218645,"['广东深圳市宝安区', '西乡街道西乡大道与新湖路交汇处魅力时代花园1栋A座2611']",http://z.jd.com/project/details/1831213764.html
深圳市嗨兴科技有限公司,18165748308,"['广东深圳市龙岗区', '坂田街道环城南路3号红盒子创意园A1栋2楼B9']",http://z.jd.com/project/details/1823477473.html
珠海市升泰电子科技有限公司,18926989507,"['广东珠海市斗门区', '井岸镇东风村委会6#工业园厂房第3层']",http://z.jd.com/project/details/1826785473.html
北京水功夫科技有限公司,18611507058,"['北京通州区次渠镇', '朱家垡村西900号院2号楼101二层2503']",http://z.jd.com/project/details/1829523040.html
长沙智简壹家电子商务有限公司,18682492479,"['湖南长沙市', '长沙市雨花区人民中路568号融圣国际公寓6、7栋1608']",http://z.jd.com/project/details/1825084949.html
深圳市睿能通用科技有限公司,13802759631,"['广东深圳市', '深圳市南山区南山街道南海大道西桂庙路北阳光华艺大厦1栋6B.6C-27']",http://z.jd.com/project/details/1825084942.html
